Specialty,Specialty Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Surgical Oncology,SC,Palliative Care approach to managing Pressure sore in advanced chronic diseases who are bed ridden-Surgical,PM005A, Pressure sore-Interventions,40000
Medical Oncology,MO,"Palliative surgical interventions like-Colostomy, Tracheostomy, Feeding Jejunostomy/Gastrostomy, Bowel bypas, Fistulas, Urinary diversions etc.in advanced cancer patients",PM006A,Palliative surgical interventions,40000
Radiation Oncology,MR,"Palliative surgical interventions like-Colostomy, Tracheostomy, Feeding Jejunostomy/Gastrostomy, Bowel bypas, Fistulas, Urinary diversions etc.in advanced cancer patients",PM006A,Palliative surgical interventions,40000
Surgical Oncology,SC,"Palliative surgical interventions like-Colostomy, Tracheostomy, Feeding Jejunostomy/Gastrostomy, Bowel bypas, Fistulas, Urinary diversions etc.in advanced cancer patients",PM006A,Palliative surgical interventions,40000
Neurosurgery,SN,"Malignant Spinal Cord compression with Diagnostics, palliative radiotherapy, Brace in advanced cancer patients",PM007A,Malignant Spinal cord compression,15000
Radiation Oncology,MR,"Malignant Spinal Cord compression with Diagnostics, palliative radiotherapy, Brace in advanced cancer patients",PM007A,Malignant Spinal cord compression,15000
Neurosurgery,SN,Palliative nerurosurgical interventions for secondary vertebral and brain metastasis,PM008A,Palliative neurological interventions,60000
Radiation Oncology,MR,Palliative nerurosurgical interventions for secondary vertebral and brain metastasis,PM008A,Palliative neurological interventions,60000
Orthopaedics,SB,Palliative Care Management of Osteoradionecrosis -Conservative management,PM009A,Osteoradionecrosis -Conservative,0
Pallative Medicine,PM,Palliative Care Management of Osteoradionecrosis -Conservative management,PM009A,Osteoradionecrosis -Conservative,0
Medical Oncology,MO,"Communications in Adavnced chronic diseases/ terminal stage of illness, for  patient and family members with discussions on Goals of care and facilitated shared decision making ",PM010A,Communications terminal stage/ end of life care Conservative,0
Pallative Medicine,PM,"Communications in Adavnced chronic diseases/ terminal stage of illness, for  patient and family members with discussions on Goals of care and facilitated shared decision making ",PM010A,Communications terminal stage/ end of life care Conservative,0
Medical Oncology,MO,Palliative care management of Breathlessness in advanced cancers and chronic respiratory diseases -Conservative management,PM011A,Palliative Management of Breathlessnes,0
Pallative Medicine,PM,Palliative care management of Breathlessness in advanced cancers and chronic respiratory diseases -Conservative management,PM011A,Palliative Management of Breathlessnes,0
Medical Oncology,MO,"Palliative Care Management of Pain for treating Pain crisis, analgesic titration",PM012A,Cancer Pain Management,0
Pallative Medicine,PM,"Palliative Care Management of Pain for treating Pain crisis, analgesic titration",PM012A,Cancer Pain Management,0
Medical Oncology,MO,Palliative Care approach to managing Pressure sore -Conservative management,PM013A,Pressure sore-in palliative care,0
Pallative Medicine,PM,Palliative Care approach to managing Pressure sore -Conservative management,PM013A,Pressure sore-in palliative care,0
Medical Oncology,MO,Palliative Care Package for Hiccups ,PM014A,Hiccups in Palliative care,0
Pallative Medicine,PM,Palliative Care Package for Hiccups ,PM014A,Hiccups in Palliative care,0
Medical Oncology,MO,Conservative management of post procedural or teratment related complications in palliative medicine including electrolyte disorders (including hypercalcemia and ketoacidosis).,PM015A,Complications in palliative care patients,0
Pallative Medicine,PM,Conservative management of post procedural or teratment related complications in palliative medicine including electrolyte disorders (including hypercalcemia and ketoacidosis).,PM015A,Complications in palliative care patients,0
Medical Oncology,MO,Malignant Ascites drainage with long term catheter insertion in advanced cancer patients,PM016A,Ascitis tapping with long term indwelling catheter,40000
Pallative Medicine,PM,Malignant Ascites drainage with long term catheter insertion in advanced cancer patients,PM016A,Ascitis tapping with long term indwelling catheter,40000
Medical Oncology,MO,Palliative Care Approach to managing Haematuria in advanced cancer patients -Conservative management,PM017A,Hematuria in advance cancer patient,0
Pallative Medicine,PM,Palliative Care Approach to managing Haematuria in advanced cancer patients -Conservative management,PM017A,Hematuria in advance cancer patient,0
Medical Oncology,MO,Central lines in cancer patients for drug therapy -Silicon catheters in advanced cancer patients- Long term central lines,PM018A,Long term indwelling venous catheter,10000
Pallative Medicine,PM,Central lines in cancer patients for drug therapy -Silicon catheters in advanced cancer patients- Long term central lines,PM018A,Long term indwelling venous catheter,10000
Medical Oncology,MO,Symptom Management of Cough in advanced cancer patients -Conservative management,PM019A,Intractable Cough in cancer patients - Conservative management,0
Pallative Medicine,PM,Symptom Management of Cough in advanced cancer patients -Conservative management,PM019A,Intractable Cough in cancer patients - Conservative management,0
Medical Oncology,MO,"Palliative Care Management of Trismus, mucositis in advanced cancer patient",PM020A,Palliative care in Trismus mucositis,0
Pallative Medicine,PM,"Palliative Care Management of Trismus, mucositis in advanced cancer patient",PM020A,Palliative care in Trismus mucositis,0
Medical Oncology,MO,Management of terminal /fatal bleeding malignant head and neck / inguinal lesions ,PM021A,Conservative management of fatal bleeding in cancer patients,0
Pallative Medicine,PM,Management of terminal /fatal bleeding malignant head and neck / inguinal lesions ,PM021A,Conservative management of fatal bleeding in cancer patients,0
Medical Oncology,MO,Palliative Care Management of Symptom Cluster – Fatigue in advanced cancer patients,PM022A,Fatigue  in Palliative care,0
Pallative Medicine,PM,Palliative Care Management of Symptom Cluster – Fatigue in advanced cancer patients,PM022A,Fatigue  in Palliative care,0
Medical Oncology,MO,Malignant Pleural Effusion for Pleural tap with Pig tail catheter/chest tube insertion with Pleurodesis in advanced cancer patients,PM023A,Pleural effusion & Pleurodesis,7500
Pallative Medicine,PM,Malignant Pleural Effusion for Pleural tap with Pig tail catheter/chest tube insertion with Pleurodesis in advanced cancer patients,PM023A,Pleural effusion & Pleurodesis,7500
Radiation Oncology,MR,Malignant Pleural Effusion for Pleural tap with Pig tail catheter/chest tube insertion with Pleurodesis in advanced cancer patients,PM023A,Pleural effusion & Pleurodesis,7500
Surgical Oncology,SC,Malignant Pleural Effusion for Pleural tap with Pig tail catheter/chest tube insertion with Pleurodesis in advanced cancer patients,PM023A,Pleural effusion & Pleurodesis,7500
Medical Oncology,MO,Malignant Ascites drainage with catheter insertion in advanced cancer patients,PM024A," Management of malignant Ascitis,Tapping & conservative management",0
Pallative Medicine,PM,Malignant Ascites drainage with catheter insertion in advanced cancer patients,PM024A," Management of malignant Ascitis,Tapping & conservative management",0
Radiation Oncology,MR,Malignant Ascites drainage with catheter insertion in advanced cancer patients,PM024A," Management of malignant Ascitis,Tapping & conservative management",0
Surgical Oncology,SC,Malignant Ascites drainage with catheter insertion in advanced cancer patients,PM024A," Management of malignant Ascitis,Tapping & conservative management",0
Medical Oncology,MO,Symptom Management of Cough in advanced cancer patients- endoscopic/Surgical/Radiological/Radiotherpay interventions,PM025A,Malignant Cough- Invasive intervantions,40000
Pallative Medicine,PM,Symptom Management of Cough in advanced cancer patients- endoscopic/Surgical/Radiological/Radiotherpay interventions,PM025A,Malignant Cough- Invasive intervantions,40000
Radiation Oncology,MR,Symptom Management of Cough in advanced cancer patients- endoscopic/Surgical/Radiological/Radiotherpay interventions,PM025A,Malignant Cough- Invasive intervantions,40000
Surgical Oncology,SC,Symptom Management of Cough in advanced cancer patients- endoscopic/Surgical/Radiological/Radiotherpay interventions,PM025A,Malignant Cough- Invasive intervantions,40000
Medical Oncology,MO,"Palliative care management of Breathlessness in advanced cancers and chronic respiraroty diseases- endoscopic/Surgical/Radiological, Radiotherpay  interventions",PM026A,Palliative Breathlessness Intervntions,40000
Pallative Medicine,PM,"Palliative care management of Breathlessness in advanced cancers and chronic respiraroty diseases- endoscopic/Surgical/Radiological, Radiotherpay  interventions",PM026A,Palliative Breathlessness Intervntions,40000
Radiation Oncology,MR,"Palliative care management of Breathlessness in advanced cancers and chronic respiraroty diseases- endoscopic/Surgical/Radiological, Radiotherpay  interventions",PM026A,Palliative Breathlessness Intervntions,40000
Surgical Oncology,SC,"Palliative care management of Breathlessness in advanced cancers and chronic respiraroty diseases- endoscopic/Surgical/Radiological, Radiotherpay  interventions",PM026A,Palliative Breathlessness Intervntions,40000
Medical Oncology,MO,Symptom Management of Delirium in advanced chronic diseases -Conservative management,PM027A,Palliative Delirium in advance chronic disease,0
Radiation Oncology,MR,Symptom Management of Delirium in advanced chronic diseases -Conservative management,PM027A,Palliative Delirium in advance chronic disease,0
Surgical Oncology,SC,Symptom Management of Delirium in advanced chronic diseases -Conservative management,PM027A,Palliative Delirium in advance chronic disease,0
Medical Oncology,MO,Palliative Care approach for malignant wound -Conservative management using drugs and dressings including special dressings.,PM028A,Palliative Wound Conservative management,0
Radiation Oncology,MR,Palliative Care approach for malignant wound -Conservative management using drugs and dressings including special dressings.,PM028A,Palliative Wound Conservative management,0
Surgical Oncology,SC,Palliative Care approach for malignant wound -Conservative management using drugs and dressings including special dressings.,PM028A,Palliative Wound Conservative management,0
Medical Oncology,MO,Palliative Care Management of Constipation in advanced cancer patients - endoscopic/Surgical/Radiological interventions,PM029A,Constipation -  Palliative Invasive interventions,30000
Pallative Medicine,PM,Palliative Care Management of Constipation in advanced cancer patients - endoscopic/Surgical/Radiological interventions,PM029A,Constipation -  Palliative Invasive interventions,30000
Radiation Oncology,MR,Palliative Care Management of Constipation in advanced cancer patients - endoscopic/Surgical/Radiological interventions,PM029A,Constipation -  Palliative Invasive interventions,30000
Surgical Oncology,SC,Palliative Care Management of Constipation in advanced cancer patients - endoscopic/Surgical/Radiological interventions,PM029A,Constipation -  Palliative Invasive interventions,30000
Medical Oncology,MO,"Palliative care management of Nausea &Vomiting in advanced cancer patients- Endoscopic/Surgical/Radiological, Radiotherapy  interventions.",PM030A,Pallitive Nausea and vomiting interventions,30000
Pallative Medicine,PM,"Palliative care management of Nausea &Vomiting in advanced cancer patients- Endoscopic/Surgical/Radiological, Radiotherapy  interventions.",PM030A,Pallitive Nausea and vomiting interventions,30000
Radiation Oncology,MR,"Palliative care management of Nausea &Vomiting in advanced cancer patients- Endoscopic/Surgical/Radiological, Radiotherapy  interventions.",PM030A,Pallitive Nausea and vomiting interventions,30000
Surgical Oncology,SC,"Palliative care management of Nausea &Vomiting in advanced cancer patients- Endoscopic/Surgical/Radiological, Radiotherapy  interventions.",PM030A,Pallitive Nausea and vomiting interventions,30000
Medical Oncology,MO,"Palliative Care Management of Lymphadema in cancer patients including (Information, Education, Communication (IEC), and pneumatic compression therapy",PM031A,Conservative management of  Lymphedema,0
Radiation Oncology,MR,"Palliative Care Management of Lymphadema in cancer patients including (Information, Education, Communication (IEC), and pneumatic compression therapy",PM031A,Conservative management of  Lymphedema,0
Surgical Oncology,SC,"Palliative Care Management of Lymphadema in cancer patients including (Information, Education, Communication (IEC), and pneumatic compression therapy",PM031A,Conservative management of  Lymphedema,0
Medical Oncology,MO,Palliative Radiological and endoscopical Interventions,PM032A,"Palliative Radiological Interventions. Like-PTBD/ERCP/PCN//Pericardiostomy, DJ Stenting, etc",20000
Radiation Oncology,MR,Palliative Radiological and endoscopical Interventions,PM032A,"Palliative Radiological Interventions. Like-PTBD/ERCP/PCN//Pericardiostomy, DJ Stenting, etc",20000
Surgical Oncology,SC,Palliative Radiological and endoscopical Interventions,PM032A,"Palliative Radiological Interventions. Like-PTBD/ERCP/PCN//Pericardiostomy, DJ Stenting, etc",20000
Medical Oncology,MO,Vertebroplasty/Kyphoplasty,PM033A,Vertebroplasty/Kyphoplasty,40000
Orthopaedics,SB,Vertebroplasty/Kyphoplasty,PM033A,Vertebroplasty/Kyphoplasty,40000
Radiation Oncology,MR,Vertebroplasty/Kyphoplasty,PM033A,Vertebroplasty/Kyphoplasty,40000
Surgical Oncology,SC,Vertebroplasty/Kyphoplasty,PM033A,Vertebroplasty/Kyphoplasty,40000
Medical Oncology,MO,Palliative Care Management of Constipation in advanced cancer patients - Conservative menagament,PM034A,Palliative care in Constipation,0
Medical Oncology,MO,Palliative Care management of Malignant bowel obstruction -Conservative management,PM035A,Palliative care in Bowel Obstruction Conservative management,0
Medical Oncology,MO,Palliative Care management of Malignant bowel obstruction- endoscopic/ Surgical/ Radiological interventions,PM036A,Palliative Bowel Obstruction interventions,40000
Pallative Medicine,PM,Palliative Care management of Malignant bowel obstruction- endoscopic/ Surgical/ Radiological interventions,PM036A,Palliative Bowel Obstruction interventions,40000
Pallative Medicine,PM,Palliative Care management of Malignant bowel obstruction- endoscopic/ Surgical/ Radiological interventions,PM036A,Palliative Bowel Obstruction interventions,40000
Radiation Oncology,MR,Palliative Care management of Malignant bowel obstruction- endoscopic/ Surgical/ Radiological interventions,PM036A,Palliative Bowel Obstruction interventions,40000
Surgical Oncology,SC,Palliative Care management of Malignant bowel obstruction- endoscopic/ Surgical/ Radiological interventions,PM036A,Palliative Bowel Obstruction interventions,40000
Medical Oncology,MO,"Palliative management of thrombosis and embolism like DVT, Pulmonary embolism in advanced chronic diseases, TED stockings",PM036B,Thrombosis and Embolism in chronic disease,0
Radiation Oncology,MR,"Palliative management of thrombosis and embolism like DVT, Pulmonary embolism in advanced chronic diseases, TED stockings",PM036B,Thrombosis and Embolism in chronic disease,0
Medical Oncology,MO,Palliative care management of Nausea & Vomiting in  cancer patients-Conservative management,PM037A,Pallitive care in Nausea and vomiting.,0
Radiation Oncology,MR,Palliative care management of Nausea & Vomiting in  cancer patients-Conservative management,PM037A,Pallitive care in Nausea and vomiting.,0
General Medicine,MG,Management of Diarrhea in cancer patients -Conservative management,PM038A,Palliative care in Diarrhoea,0
Medical Oncology,MO,Management of Diarrhea in cancer patients -Conservative management,PM038A,Palliative care in Diarrhoea,0
Radiation Oncology,MR,Management of Diarrhea in cancer patients -Conservative management,PM038A,Palliative care in Diarrhoea,0
Cardiology,MC,Palliative and supportive care for non-malignant  disease at advanced or end stage,PM039A,Palliative care end stage disease,0
Pallative Medicine,PM,Palliative and supportive care for non-malignant  disease at advanced or end stage,PM039A,Palliative care end stage disease,0
Pallative Medicine,PM,Palliative and supportive care for non-malignant  disease at advanced or end stage,PM039A,Palliative care end stage disease,0
Pallative Medicine,PM,Palliative and supportive care for non-malignant  disease at advanced or end stage,PM039A,Palliative care end stage disease,0
Pallative Medicine,PM,Palliative and supportive care for non-malignant  disease at advanced or end stage,PM039A,Palliative care end stage disease,0
Pallative Medicine,PM,"Spinal/Epidural/Regional Nerve block, Radiofrequency ablation (RFA) for analgesia",PM040A,Cancer pain interventions,7500
Pallative Medicine,PM,"Spinal/Epidural/Regional Nerve block, Radiofrequency ablation (RFA) for analgesia",PM040A,Cancer pain interventions,7500
Pallative Medicine,PM,"Spinal/Epidural/Regional Nerve block, Radiofrequency ablation (RFA) for analgesia",PM040A,Cancer pain interventions,7500
Pallative Medicine,PM,Celiac Plexus Block/Hypogastric plexus block/ganglion impar block and Neurolysis in advanced cancer patients,PM041A,Cancer pain plexus interventions,10000
Pallative Medicine,PM,Celiac Plexus Block/Hypogastric plexus block/ganglion impar block and Neurolysis in advanced cancer patients,PM041A,Cancer pain plexus interventions,10000
Pallative Medicine,PM,Celiac Plexus Block/Hypogastric plexus block/ganglion impar block and Neurolysis in advanced cancer patients,PM041A,Cancer pain plexus interventions,10000
Emergency Room Packages,ER,"Fracture - Conservative Management - 
Without plaster",SB001A,"Fracture - Conservative Management - 
Without plaster",2300
Orthopaedics,SB,"Fracture - Conservative Management - 
Without plaster",SB001A,"Fracture - Conservative Management - 
Without plaster",2300
Primay Care,PHCnCHC,"Fracture - Conservative Management - 
Without plaster",SB001A,"Fracture - Conservative Management - 
Without plaster",2300
Orthopaedics,SB,Application of Traction,SB002A,Skeletal Tractions with pin,3500
Orthopaedics,SB,Application of Traction,SB002B,Skin Traction,825
Orthopedics,SB,Application of Traction,SB002C,Crutchfiled tong cervical spine traction,5000
Orthopedics,SB,Application of Traction,SB002D,POP slab,2000
Orthopaedics,SB,Application of P.O.P. casts,SB003A,Upper Limbs,3000
Orthopaedics,SB,Application of P.O.P. casts,SB003B,Lower Limbs,3000
Orthopedics,SB,Application of P.O.P. casts,SB003C,POP slab,2800
Orthopaedics,SB,Application of P.O.P. Spikas & Jackets,SB004A,Spikas,3500
Orthopaedics,SB,Application of P.O.P. Spikas & Jackets,SB004B,Jackets,3500
Orthopaedics,SB,External fixation of Fracture,SB005A,Long bone,14000
Orthopaedics,SB,External fixation of Fracture,SB005B,Small bone,9500
Orthopaedics,SB,External fixation of Fracture,SB005C,Pelvis,19200
Orthopaedics,SB,External fixation of Fracture,SB005D,Both bones - forearms + JESS Ligamentotaxis,14000
Orthopaedics,SB,Percutaneous - Fixation of Fracture,SB006A,Percutaneous - Fixation of Fracture,3000
Orthopaedics,SB,Elastic nailing for fracture fixation,SB007A,Femur + shaft tibia,11000
Orthopaedics,SB,Elastic nailing for fracture fixation,SB007B,Humerus,19100
Orthopaedics,SB,Elastic nailing for fracture fixation,SB007C,Forearm,17300
Orthopaedics,SB,Internal Fixation of Small Bones ,SB008A,ORIF Small Bones,11300
Orthopaedics,SB,Fracture - Long Bones - Metaphyseal - ORIF,SB009A,Fracture - Long Bones - Metaphyseal - ORIF,16400
Orthopaedics,SB,Fixation of Diaphyseal Fracture - Long Bone,SB010A,ORIF Long Bones,20800
Orthopaedics,SB,Fixation of Diaphyseal Fracture - Long Bone,SB010B,Closed Reduction & Internal Fixation of long bones Fixation,20800
Orthopaedics,SB,Surgery for Comminuted Fracture - Olecranon of Ulna,SB011A,"Plating olecrenon fracture, ulna",11800
Orthopaedics,SB,Fracture Head radius,SB012A,Fixation,10000
Orthopaedics,SB,Fracture Head radius,SB012B,Excision,9200
Orthopedics,SB,Fracture Head radius,SB012C,Replacement with Head Radius Prosthesis,10000
Orthopaedics,SB,Fracture - Single Bone - Forearm - ORIF - Plating / Nailing,SB013A,Fracture - Single Bone - Forearm - ORIF - Plating / Nailing/DCP/LCP,8900
Orthopaedics,SB,Fracture - Both Bones - Forearm - ORIF - Plating / Nailing,SB014A,Fracture - Both Bones - Forearm - ORIF - Plating / Nailing /DCP/LCP,16100
Orthopaedics,SB,Fracture Condyle - Humerus - ORIF,SB015A,Lateral Condyle,8500
Orthopaedics,SB,Fracture Condyle - Humerus - ORIF,SB015B,ORIF with screw/wire of Medial Condyle,8500
Orthopedics,SB,Fracture Condyle - Humerus - ORIF,SB015C,ORIF with screw of proximal humerus,8500
Orthopaedics,SB,Fracture intercondylar Humerus + olecranon osteotomy,SB016A,ORIF Fracture intercondylar Humerus + olecranon osteotomy + TBW,15100
Orthopaedics,SB,Displaced Clavicle Fracture,SB017A,Open Reduction Internal Fixation,17000
Orthopaedics,SB,Fracture - Acetabulum,SB018A,ORIF THROUGH Single Approach PLATING ,28000
Orthopaedics,SB,Fracture - Acetabulum,SB018B,ORIF THROUGH combined Approach PLATING ,33500
Orthopaedics,SB,Fracture - Neck Femur,SB019A,Closed Reduction and Percutaneous Screw Fixation ,15500
Orthopaedics,SB,Fracture - Neck Femur,SB019B,ORIF Intertrochanteric Fracture with Dynamic Hip Screw,18400
Orthopaedics,SB,Fracture - Neck Femur,SB019C,ORIF Intertrochanteric Fracture with Proximal Femoral Nail,16100
Orthopaedics,SB,Ankle Fractures,SB020A,ORIF of medial malleolus or bimalleolar fracture or Trimalleolar fracture,15600
Orthopaedics,SB,Cervical spine fixation including odontoid ,SB021A,Cervical spine fixation including odontoid ,21300
Orthopaedics,SB,Dorsal and lumber spine fixation,SB022A,Dorsal and lumber spine fixation THROUGH Anterior approach,40000
Orthopaedics,SB,Dorsal and lumber spine fixation,SB022B,Dorsal and lumber spine fixation THROUGH Posterior approach,37500
Orthopaedics,SB,Bone grafting for Non union,SB023A,Bone grafting for Fracture Non union                              ,18600
Orthopaedics,SB,Arthorotomy of any joint,SB024A,Arthorotomy of any joint,14000
Orthopaedics,SB,Arthrolysis of joint,SB025A,Elbow,15000
Orthopaedics,SB,Arthrolysis of joint,SB025B,Knee,15000
Orthopaedics,SB,Arthrolysis of joint,SB025C,Ankle,15000
Orthopaedics,SB,Arthrodesis,SB026A,Ankle / Triple with implant,17100
Orthopaedics,SB,Arthrodesis,SB026B,Shoulder,17100
Orthopaedics,SB,Arthrodesis,SB026C,"Wrist, Wrist with plating",17100
Orthopaedics,SB,Arthrodesis,SB026D,"Knee, Knee with plating/Nailing",17100
Orthopaedics,SB,Arthrodesis,SB026E,Hand,27000
Surgical Oncology,SC,Arthrodesis,SB026E,Hand,27000
Orthopaedics,SB,Arthrodesis,SB026F,Foot,27000
Surgical Oncology,SC,Arthrodesis,SB026F,Foot,27000
Orthopaedics,SB,Arthrodesis,SB026G,Ankle / Triple without implant,17400
Orthopaedics,SB,Disarticulation,SB027A,Hind quarter,25000
Orthopaedics,SB,Disarticulation,SB027B,Fore quarter,25000
Orthopaedics,SB,Closed reduction of joint dislocation,SB028A,Hip,11400
Orthopaedics,SB,Closed reduction of joint dislocation,SB028B,Shoulder,5500
Orthopaedics,SB,Closed reduction of joint dislocation,SB028C,Elbow,13200
Orthopaedics,SB,Closed reduction of joint dislocation,SB028D,Knee,11400
Orthopaedics,SB,Open Reduction of Small Joint,SB029A,Open Reduction of Small Joint without fixation/Open Reduction of Small Joint with fixation,8500
Orthopaedics,SB,Tension Band Wiring,SB030A,Tension Band Wiring,13000
Orthopaedics,SB,Hemiarthroplasty,SB031A,Unipolar,17400
Orthopaedics,SB,Hemiarthroplasty,SB031B,Bipolar (Non - Modular) cemented /non cemented ,17400
Orthopaedics,SB,Hemiarthroplasty,SB031C,Bipolar (Modular) cemented/non cemented ,17400
Orthopaedics,SB,AC Joint reconstruction / Stabilization,SB032A,Rockwood Type - I,20500
Orthopaedics,SB,AC Joint reconstruction / Stabilization,SB032B,Rockwood Type - II,20500
Orthopaedics,SB,AC Joint reconstruction / Stabilization,SB032C,Rockwood Type - III,20500
Orthopaedics,SB,AC Joint reconstruction / Stabilization,SB032D,Rockwood Type - IV,20500
Orthopaedics,SB,AC Joint reconstruction / Stabilization,SB032E,Rockwood Type - V,20500
Orthopaedics,SB,AC Joint reconstruction / Stabilization,SB032F,Rockwood Type - VI,20500
Orthopaedics,SB,Excision Arthoplasty of Femur head,SB033A,Excision Arthoplasty of Femur head,17500
Orthopaedics,SB,Open Reduction of CDH,SB034A,Open Reduction of CDH,20000
Orthopaedics,SB,Patellectomy,SB035A,Patellectomy,11000
Orthopaedics,SB,Arthroscopic Meniscus Repair / Meniscectomy,SB036A,Arthroscopic Meniscus Repair / Meniscectomy,12000
Orthopaedics,SB,Elbow replacement,SB037A,Elbow replacement,27262.5
Orthopaedics,SB,Total Hip Replacement,SB038A,Cemented,49218.75
Orthopaedics,SB,Total Hip Replacement,SB038B,Cementless,37000
Orthopaedics,SB,Total Hip Replacement,SB038C,Hybrid,50906.25
Orthopaedics,SB,Total Hip Replacement,SB038D,Revision - Total Hip Replacement                                                         ,62812.5
Orthopedics,SB,Total Hip Replacement,SB038E,Revision of failed hemi Arthroplasty in to THR,52500
Orthopaedics,SB,Total Knee Replacement,SB039A,Primary - Total Knee Replacement,29062.5
Orthopaedics,SB,Total Knee Replacement,SB039B,Revision - Total Knee Replacement                                                         ,35625
Orthopaedics,SB,"Bone Tumour Excision (malignant) including GCT + Joint replacement 
(depending upon type of joint and implant)",SB040A,"Bone Tumour  Excision (malignant) including GCT + Joint replacement 
(depending upon type of joint and implant)",65000
Orthopaedics,SB,Bone Tumour Excision + reconstruction,SB041A,Bone Tumour Excision + reconstruction ,30000
Surgical Oncology,SC,Bone Tumour Excision + reconstruction,SB041A,Bone Tumour Excision + reconstruction ,30000
Orthopaedics,SB,"Bone Tumour (benign) curettage / Excision 
and bone grafting",SB042A,Bone Tumour (benign) curettage / Excision and bone grafting,22100
Orthopaedics,SB,Single Stage Amputation,SB043A,Above Elbow,15400
Orthopaedics,SB,Single Stage Amputation,SB043B,Below Elbow,16200
Orthopaedics,SB,Single Stage Amputation,SB043C,Above Knee,18100
Orthopaedics,SB,Single Stage Amputation,SB043D,Below Knee,18600
Orthopaedics,SB,Single Stage Amputation,SB043E,Foot,18600
Orthopaedics,SB,Single Stage Amputation,SB043F,Hand,18600
Orthopaedics,SB,Single Stage Amputation,SB043G,Wrist,18600
Orthopaedics,SB,Two Stage Amputation,SB044A,Above Elbow,23200
Orthopaedics,SB,Two Stage Amputation,SB044B,Below Elbow,23200
Orthopaedics,SB,Two Stage Amputation,SB044C,Above Knee,23200
Orthopaedics,SB,Two Stage Amputation,SB044D,Below Knee,23200
Orthopaedics,SB,Two Stage Amputation,SB044E,Foot,23200
Orthopaedics,SB,Two Stage Amputation,SB044F,Hand,23200
Orthopaedics,SB,Two Stage Amputation,SB044G,Wrist,23200
Orthopaedics,SB,Amputation - Fingers / Toes,SB045A,Finger(s),13500
Orthopaedics,SB,Amputation - Fingers / Toes,SB045B,Toe(s),13500
Orthopaedics,SB,Tendon Grafting / Repair,SB046A,Tendon Grafting,15600
Orthopaedics,SB,Tendon Grafting / Repair,SB046B,Tendon Repair,15600
Orthopaedics,SB,Tendon Release / Tenotomy,SB047A,Tendon Release / Tenotomy,5000
Orthopaedics,SB,Tenolysis,SB048A,Tenolysis,5000
Orthopaedics,SB,Reconstruction of Cruciate Ligament with implant and brace,SB049A,Anterior,25700
Orthopaedics,SB,Reconstruction of Cruciate Ligament with implant and brace,SB049B,Posterior,25700
Orthopaedics,SB,Fasciotomy,SB050A,Fasciotomy,10500
Orthopaedics,SB,Duputryen’s Contracture release + rehabilitation,SB051A,Duputryen’s Contracture release + rehabilitation,8500
Orthopaedics,SB,Debridement & Closure of injuries - contused lacerated wounds,SB052A,Anti-biotic + dressing - minimum of 5 sessions,15000
Orthopaedics,SB,Debridement & Closure of injuries - contused lacerated wounds,SB052B,Anti-biotic + dressing - minimum of 2 sessions,3000
Orthopaedics,SB,Sequestectomy / Curettage,SB053A,Sequestectomy / Curettage,10000
Orthopaedics,SB,Spine deformity correction,SB054A,Spine deformity correction,45000
Orthopedics,SB,Spine deformity correction,SB054B,"Combined spinal segment - front and back
(anterior/ posterior/ combined anterior and posterior)",0
Orthopaedics,SB,Osteotomy,SB055A,Long Bone,18000
Orthopaedics,SB,Osteotomy,SB055B,Small Bone,10000
Orthopaedics,SB,Pelvic Osteotomy and fixation,SB056A,Pelvic Osteotomy and fixation,20000
Orthopaedics,SB,High Tibial Osteotomy,SB057A,High Tibial Osteotomy,16000
Orthopaedics,SB,Ilizarov Fixation,SB058A,Ilizarov Fixation,15000
Orthopaedics,SB,Limb Lengthening / Bone Transport by Ilizarov,SB059A,Limb Lengthening / Bone Transport by Ilizarov,23700
Orthopaedics,SB,Growth Modulation and fixation,SB060A,Growth Modulation and fixation,5625
Orthopaedics,SB,Corrective Surgery for foot deformities,SB061A,Vertical Talus,15000
Orthopaedics,SB,Corrective Surgery for foot deformities,SB061B,Other foot deformities,15000
Orthopaedics,SB,Correction of club foot per cast,SB062A,Correction of club foot per cast,5700
Orthopaedics,SB,Corrective Surgery in Club Foot / JESS Fixator,SB063A,Corrective Surgery in Club Foot / JESS Fixator,12000
Orthopaedics,SB,Excision of Osteochondroma / Exostosis,SB064A,Osteochondroma ,10000
Orthopaedics,SB,Excision of Osteochondroma / Exostosis,SB064B,Exostosis,10000
General Surgery,SG,Excision of Bursa,SB065A,Excision of Bursa,3000
Orthopaedics,SB,Excision of Bursa,SB065A,Excision of Bursa,3000
Orthopaedics,SB,Nerve Transposition / Release / Neurolysis,SB066A,Nerve Transposition,13000
Orthopaedics,SB,Nerve Transposition / Release / Neurolysis,SB066B,Nerve Release,13000
Orthopaedics,SB,Nerve Transposition / Release / Neurolysis,SB066C,Nerve Neurolysis,13000
Orthopaedics,SB,Nerve Repair Surgery,SB067A,Nerve Repair Surgery,13800
Neurosurgery,SN,Nerve root block,SB068A,Nerve root block,3000
Orthopaedics,SB,Nerve root block,SB068A,Nerve root block,3000
Orthopaedics,SB,Exploration and Ulnar nerve Repair,SB069A,Exploration and Ulnar nerve Repair,9800
Orthopaedics,SB,Implant Removal under LA,SB070A,K - Wire,5000
Orthopaedics,SB,Implant Removal under LA,SB070B,Screw,5000
